global_step,step,avg_loss_group:0,exp_avg_loss_group:0,avg_acc_group:0,avg_grad_norm_group:0,avg_hessian_norm_group:0,processed_data_count_group:0,update_data_count_group:0,update_batch_count_group:0,avg_loss_group:1,exp_avg_loss_group:1,avg_acc_group:1,avg_grad_norm_group:1,avg_hessian_norm_group:1,processed_data_count_group:1,update_data_count_group:1,update_batch_count_group:1,avg_loss_group:2,exp_avg_loss_group:2,avg_acc_group:2,avg_grad_norm_group:2,avg_hessian_norm_group:2,processed_data_count_group:2,update_data_count_group:2,update_batch_count_group:2,avg_loss_group:3,exp_avg_loss_group:3,avg_acc_group:3,avg_grad_norm_group:3,avg_hessian_norm_group:3,processed_data_count_group:3,update_data_count_group:3,update_batch_count_group:3,avg_actual_loss,avg_per_sample_loss,avg_acc,model_norm_sq,reg_loss,hessian_aligned_loss
1,15,0.17463898658752441,0.19524265825748444,0.9411764144897461,1.0568509101867676,7.508452415466309,374.0,374.0,16.0,0.37297022342681885,0.2035377472639084,0.7777777910232544,0.7777777910232544,0.7777777910232544,9.0,9.0,7.0,3.0372726917266846,1.872269868850708,0.0,0.0,0.0,3.0,3.0,2.0,1.4894087314605713,1.3756645917892456,0.357142835855484,1.5542099475860596,14.603362083435059,126.0,126.0,16.0,0.5184551477432251,0.5184551477432251,0.7890624403953552,186715.9375,0.0,2.6276657581329346
2,31,0.21512290835380554,0.19662582874298096,0.920634925365448,1.1330761909484863,8.495579719543457,378.0,378.0,16.0,0.21893981099128723,0.1686195433139801,0.8947368264198303,0.8947368264198303,0.8947368264198303,19.0,19.0,10.0,3.7106306552886963,2.9276845455169678,0.1111111119389534,0.1111111119389534,0.1111111119389534,9.0,9.0,8.0,1.6241880655288696,1.5808382034301758,0.2924528419971466,1.545166254043579,16.600786209106445,106.0,106.0,16.0,0.5684294700622559,0.5684295296669006,0.775390625,186715.9375,0.0,2.7435407638549805
3,47,0.16204962134361267,0.18426764011383057,0.9414892196655273,1.2082599401474,8.142827987670898,376.0,376.0,16.0,0.47982823848724365,0.3906024098396301,0.7916668057441711,1.4444419145584106,29.805294036865234,24.0,24.0,13.0,4.24765157699585,3.386302947998047,0.0,0.0,0.0,4.0,4.0,4.0,1.6764957904815674,1.7860075235366821,0.3333333730697632,2.520707368850708,17.13412094116211,108.0,108.0,16.0,0.5283178091049194,0.5283177495002747,0.7988280057907104,186715.921875,0.0,2.9134700298309326
4,63,0.1744658350944519,0.17744719982147217,0.9373296499252319,1.112691044807434,7.036320209503174,367.0,367.0,16.0,0.36215415596961975,0.39538177847862244,0.8095238208770752,1.217483401298523,22.85113525390625,21.0,21.0,13.0,3.424281597137451,3.345820426940918,0.0,0.0,0.0,6.0,6.0,6.0,1.6640974283218384,1.7015371322631836,0.27966105937957764,1.9289345741271973,15.94984245300293,118.0,118.0,16.0,0.563561201095581,0.5635613203048706,0.7695311903953552,186715.921875,0.0,2.8586807250976562
5,79,0.15499384701251984,0.17008617520332336,0.9485094547271729,1.1504322290420532,5.809634208679199,369.0,369.0,16.0,0.5333302021026611,0.5717973113059998,0.7272727489471436,2.4832890033721924,14.77867603302002,22.0,22.0,13.0,3.8547677993774414,3.4452285766601562,0.0,10.606541633605957,99.50532531738281,6.0,6.0,4.0,1.933303952217102,1.9359725713729858,0.19999998807907104,1.5302164554595947,14.904480934143066,115.0,115.0,16.0,0.6140322685241699,0.6140323281288147,0.759765625,186715.921875,0.0,3.5677452087402344
6,95,0.13256914913654327,0.1388537883758545,0.9516129493713379,1.078904628753662,5.672700881958008,372.0,372.0,16.0,0.31304290890693665,0.3627365231513977,0.8333333134651184,0.886535108089447,9.531328201293945,18.0,18.0,12.0,3.489046812057495,3.4924471378326416,0.1666666716337204,9.227020263671875,0.56885826587677,6.0,6.0,6.0,1.8888537883758545,1.8436224460601807,0.24137936532497406,1.1856191158294678,10.93098258972168,116.0,116.0,16.0,0.5761559009552002,0.5761559009552002,0.7773438096046448,186715.921875,0.0,2.1628408432006836
7,111,0.13567134737968445,0.1368429958820343,0.9575597047805786,1.0783345699310303,5.327400207519531,377.0,377.0,16.0,0.3017979860305786,0.31835803389549255,0.8500000238418579,1.5095103979110718,33.24375915527344,20.0,20.0,12.0,3.9694488048553467,3.6070938110351562,0.0,0.0,0.0,5.0,5.0,4.0,2.0242042541503906,2.0470497608184814,0.21818183362483978,1.9187507629394531,10.201273918151855,110.0,110.0,16.0,0.5853394269943237,0.5853394269943237,0.78515625,186715.90625,0.0,2.3654379844665527
8,127,0.09287919849157333,0.094961978495121,0.9839572310447693,0.964231014251709,2.6876773834228516,374.0,374.0,16.0,0.29165834188461304,0.2720743715763092,0.8888888955116272,1.1575192213058472,17.857484817504883,18.0,18.0,12.0,4.40771484375,3.891225814819336,0.0,0.0,0.0,6.0,6.0,6.0,2.257251739501953,2.2950363159179688,0.17543861269950867,1.9561587572097778,16.413286209106445,114.0,114.0,16.0,0.6323429942131042,0.632343053817749,0.7890625,186715.890625,0.0,1.9750330448150635
9,143,0.09110352396965027,0.09204724431037903,0.9864864945411682,1.0240757465362549,4.901065349578857,370.0,370.0,16.0,0.37929025292396545,0.22797515988349915,0.9642857313156128,1.4324661493301392,18.191051483154297,28.0,28.0,13.0,3.313906669616699,3.6365108489990234,0.1428571492433548,0.1428571492433548,0.1428571492433548,7.0,7.0,5.0,2.1756694316864014,2.212714672088623,0.1682243049144745,1.3644644021987915,9.172467231750488,107.0,107.0,16.0,0.586567223072052,0.586567223072052,0.802734375,186715.875,0.0,1.824993371963501
10,15,0.08289384096860886,0.07853779196739197,0.9767892360687256,0.9557222127914429,1.764120101928711,517.0,517.0,22.0,0.11081292480230331,0.1330694705247879,0.95652174949646,0.9250508546829224,1.6034507751464844,23.0,23.0,13.0,3.9206950664520264,3.7413923740386963,0.1111111119389534,0.1111111119389534,0.1111111119389534,9.0,9.0,6.0,2.7962987422943115,2.848809003829956,0.1133333221077919,1.4701412916183472,6.334639072418213,150.0,150.0,22.0,0.7119810581207275,0.7155019640922546,0.7796853184700012,186715.90625,0.0,1.31844961643219
11,31,0.05078999698162079,0.05986315384507179,0.9897172451019287,1.0249921083450317,3.4097695350646973,389.0,389.0,16.0,0.11786193400621414,0.13443204760551453,1.0,1.0,1.0,12.0,12.0,9.0,4.409217834472656,4.190074920654297,0.1111111119389534,1.410114049911499,38.90718460083008,9.0,9.0,8.0,2.9394288063049316,2.887298583984375,0.06862745434045792,2.2303519248962402,9.406472206115723,102.0,102.0,16.0,0.7044460773468018,0.704446017742157,0.791015625,186715.9375,0.0,1.2554347515106201
12,47,0.032800935208797455,0.03513786569237709,0.9972972273826599,0.9662290215492249,1.9267406463623047,370.0,370.0,16.0,0.14832457900047302,0.19910189509391785,0.9333333373069763,1.1807072162628174,14.993231773376465,15.0,15.0,10.0,5.508283615112305,4.869543075561523,0.0,8.272928237915039,1.869605541229248,6.0,6.0,5.0,3.2821695804595947,3.142430543899536,0.07438017427921295,1.7064281702041626,4.796931266784668,121.0,121.0,16.0,0.8682684898376465,0.8682683706283569,0.7656249403953552,186715.921875,0.0,1.1838299036026
13,63,0.02413337118923664,0.026937874034047127,1.0,0.99856036901474,2.589953899383545,384.0,384.0,16.0,0.05793657526373863,0.10794931650161743,1.0,1.032064437866211,5.514443397521973,14.0,14.0,9.0,5.616528511047363,5.264630317687988,0.0,0.0,0.0,8.0,8.0,7.0,3.3344829082489014,3.2061116695404053,0.028301889076828957,2.3157787322998047,3.4022164344787598,106.0,106.0,16.0,0.7977847456932068,0.797784686088562,0.783203125,186715.96875,0.0,0.9840409159660339
14,79,0.03165360540151596,0.03112194687128067,0.9918698668479919,0.9501161575317383,1.8698780536651611,369.0,369.0,16.0,0.03624952957034111,0.055386800318956375,1.0,0.9281386137008667,1.9299678802490234,22.0,22.0,10.0,5.849344253540039,5.461600303649902,0.0,0.0,0.0,3.0,3.0,3.0,3.733234167098999,3.542948007583618,0.059322040528059006,1.0528782606124878,4.359512805938721,118.0,118.0,16.0,0.9190377593040466,0.9190377593040466,0.7714843153953552,186715.96875,0.0,1.0169041156768799
15,95,0.022644884884357452,0.025452205911278725,1.0,1.0022423267364502,2.7276432514190674,365.0,365.0,16.0,0.0946892499923706,0.06534366309642792,0.9545454978942871,0.9391621947288513,2.110973596572876,22.0,22.0,14.0,4.237087249755859,4.885829448699951,0.0,5.9304094314575195,17.87221908569336,5.0,5.0,5.0,3.8708887100219727,3.68095064163208,0.01666666939854622,1.6700090169906616,5.152522087097168,120.0,120.0,16.0,0.9688294529914856,0.968829333782196,0.7578125,186715.96875,0.0,1.1683601140975952
16,111,0.02062581665813923,0.022278934717178345,1.0,0.9630571603775024,1.3904424905776978,379.0,379.0,16.0,0.07617025077342987,0.07672999799251556,1.0,1.053137183189392,8.90786075592041,19.0,19.0,11.0,5.4254469871521,5.127211570739746,0.0,0.0,0.0,5.0,5.0,4.0,3.3851170539855957,3.4053869247436523,0.01834862492978573,1.8361966609954834,5.591009140014648,109.0,109.0,16.0,0.7917371988296509,0.7917371392250061,0.78125,186716.015625,0.0,0.9262708425521851
17,127,0.03188575059175491,0.03107413649559021,0.9945798516273499,0.9685895442962646,1.8933758735656738,369.0,369.0,16.0,0.11047288030385971,0.10427555441856384,1.0,1.2303582429885864,11.845073699951172,25.0,25.0,13.0,4.0033721923828125,4.761173725128174,0.0,8.991143226623535,3.415677070617676,4.0,4.0,4.0,3.2458300590515137,3.2548224925994873,0.017543859779834747,1.4835060834884644,2.8094534873962402,114.0,114.0,16.0,0.7823549509048462,0.782355010509491,0.7695311903953552,186716.046875,0.0,1.1430290937423706
18,143,0.026883358135819435,0.027896830812096596,1.0,0.9669897556304932,1.7957406044006348,363.0,363.0,16.0,0.06257280707359314,0.06634613126516342,1.0,0.9893896579742432,3.18088698387146,30.0,30.0,12.0,3.7467195987701416,4.3595194816589355,0.0,0.0,0.0,8.0,8.0,5.0,2.84161114692688,2.7820730209350586,0.027027029544115067,1.1070486307144165,6.0095906257629395,111.0,111.0,16.0,0.6973211765289307,0.6973211765289307,0.7734375,186716.0625,0.0,0.8280172944068909
19,15,0.034859586507081985,0.03660574555397034,1.0,0.9942096471786499,1.9146358966827393,505.0,505.0,22.0,0.11575501412153244,0.08450876176357269,0.9615384936332703,0.9417113661766052,1.8270132541656494,26.0,26.0,15.0,3.602384567260742,3.898603916168213,0.0,0.0,0.0,9.0,9.0,8.0,2.584460496902466,2.569086790084839,0.056603774428367615,1.052160620689392,3.3148388862609863,159.0,159.0,22.0,0.6612075567245483,0.6637544631958008,0.7711015939712524,186716.015625,0.0,0.8292482495307922
20,31,0.04299941658973694,0.04337926581501961,0.9972825646400452,1.0063928365707397,1.7140138149261475,368.0,368.0,16.0,0.07193039357662201,0.07149564474821091,1.0,1.043470859527588,4.377315521240234,20.0,20.0,14.0,4.312276840209961,4.143789768218994,0.0,0.0,0.0,9.0,9.0,7.0,2.0939714908599854,2.1905806064605713,0.0260869562625885,0.8208402395248413,5.404057025909424,115.0,115.0,16.0,0.5798430442810059,0.5798429846763611,0.7617186903953552,186716.03125,0.0,0.7521390914916992
21,47,0.05060786381363869,0.04869586229324341,0.9973684549331665,1.0168213844299316,2.738996982574463,380.0,380.0,16.0,0.11573067307472229,0.11624693870544434,1.0,1.0254297256469727,5.369898796081543,19.0,19.0,9.0,2.7927279472351074,3.537713050842285,0.20000000298023224,0.20000000298023224,0.20000000298023224,5.0,5.0,5.0,1.9244292974472046,1.8911354541778564,0.12962964177131653,1.1797549724578857,8.6854829788208,108.0,108.0,16.0,0.4750622510910034,0.4750622510910034,0.806640625,186716.0625,0.0,0.7596749067306519
22,63,0.057272493839263916,0.0576678141951561,0.9974358677864075,1.0015783309936523,2.202728271484375,390.0,390.0,16.0,0.13754546642303467,0.13409163057804108,1.0,1.31825852394104,15.671276092529297,12.0,12.0,8.0,2.942502021789551,3.108607292175293,0.0,2.2196550369262695,21.746801376342773,8.0,8.0,6.0,1.70616614818573,1.791670322418213,0.11764705926179886,1.1357365846633911,6.7304768562316895,102.0,102.0,16.0,0.432726114988327,0.4327261447906494,0.806640625,186716.09375,0.0,0.6401486396789551
