Model,Model_Type,Dataset,Align Hessian,Avg_Train_Acc,Avg_Test_Acc,Worst_Train_Acc,Worst_Test_Acc,train_group_acc_0,train_group_acc_1,train_group_acc_2,train_group_acc_3,test_group_acc_0,test_group_acc_1,test_group_acc_2,test_group_acc_3
ViT,ViT-S_16,waterbirds,False,1.0,0.9519634776987718,1.0,0.859375,1.0,1.0,1.0,1.0,0.9995565410199556,0.9423503325942351,0.7928348909657321,0.9781931464174455
