Model,Model_Type,Dataset,Align Hessian,Avg_Train_Acc,Avg_Test_Acc,Worst_Train_Acc,Worst_Test_Acc,train_group_acc_0,train_group_acc_1,train_group_acc_2,train_group_acc_3,test_group_acc_0,test_group_acc_1,test_group_acc_2,test_group_acc_3
ViT,ViT-S_16,waterbirds,False,1.0,0.9502666451195863,1.0,0.890625,1.0,1.0,1.0,1.0,0.9991130820399113,0.9423503325942351,0.7725856697819314,0.985981308411215
